====================================================== Fold 0: 
glycolysis.chemicalStructure32 glycolysis.XREF glycolysis.publicationXref322
glycolysis.publicationXref9 glycolysis.XREF glycolysis.relationshipXref142
glycolysis.publicationXref12 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant105
glycolysis.modulation318 glycolysis.CONTROLLER glycolysis.biochemicalReaction56
glycolysis.unificationXref41 glycolysis.ORGANISM glycolysis.physicalEntityParticipant240
glycolysis.unificationXref99 glycolysis.XREF glycolysis.chemicalStructure88
glycolysis.unificationXref118 glycolysis.XREF glycolysis.modulation308
glycolysis.unificationXref231 glycolysis.XREF glycolysis.protein290
glycolysis.unificationXref257 glycolysis.ORGANISM glycolysis.smallMolecule247
glycolysis.catalysis189 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant16
glycolysis.chemicalStructure116 glycolysis.XREF glycolysis.modulation318
glycolysis.biochemicalReaction172 glycolysis.PARTICIPANTS glycolysis.publicationXref280
glycolysis.chemicalStructure35 glycolysis.XREF glycolysis.protein98
glycolysis.protein141 glycolysis.XREF glycolysis.chemicalStructure179
glycolysis.smallMolecule301 glycolysis.PHYSICAL-ENTITY glycolysis.physicalEntityParticipant16
glycolysis.chemicalStructure230 glycolysis.XREF glycolysis.unificationXref126
glycolysis.biochemicalReaction260 glycolysis.CONTROLLER glycolysis.physicalEntityParticipant95
glycolysis.physicalEntityParticipant217 glycolysis.CONTROLLER glycolysis.biochemicalReaction13
glycolysis.unificationXref254 glycolysis.XREF glycolysis.complex38
glycolysis.relationshipXref266 glycolysis.XREF glycolysis.unificationXref226
glycolysis.unificationXref128 glycolysis.XREF glycolysis.protein209
glycolysis.publicationXref12 glycolysis.RIGHT glycolysis.physicalEntityParticipant90
glycolysis.chemicalStructure150 glycolysis.ORGANISM glycolysis.unificationXref224
glycolysis.physicalEntityParticipant177 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant233
glycolysis.physicalEntityParticipant61 glycolysis.CELLULAR-LOCATION glycolysis.protein123
glycolysis.unificationXref124 glycolysis.XREF glycolysis.physicalEntityParticipant228
glycolysis.unificationXref41 glycolysis.ORGANISM glycolysis.protein209
glycolysis.unificationXref45 glycolysis.XREF glycolysis.unificationXref227
glycolysis.unificationXref279 glycolysis.XREF glycolysis.smallMolecule234
glycolysis.physicalEntityParticipant74 glycolysis.PARTICIPANTS glycolysis.modulation237
glycolysis.unificationXref257 glycolysis.XREF glycolysis.chemicalStructure60
glycolysis.publicationXref222 glycolysis.XREF glycolysis.unificationXref124
glycolysis.unificationXref41 glycolysis.XREF glycolysis.smallMolecule149
glycolysis.physicalEntityParticipant184 glycolysis.XREF glycolysis.unificationXref286
glycolysis.physicalEntityParticipant261 glycolysis.XREF glycolysis.unificationXref100
glycolysis.modulation232 glycolysis.CONTROLLED glycolysis.physicalEntityParticipant312
glycolysis.unificationXref200 glycolysis.XREF glycolysis.modulation317
glycolysis.unificationXref151 glycolysis.ORGANISM glycolysis.unificationXref246
glycolysis.unificationXref252 glycolysis.ORGANISM glycolysis.smallMolecule234
glycolysis.unificationXref129 glycolysis.ORGANISM glycolysis.unificationXref41
glycolysis.relationshipXref131 glycolysis.ORGANISM glycolysis.smallMolecule30
glycolysis.unificationXref270 glycolysis.STRUCTURE glycolysis.unificationXref151
glycolysis.physicalEntityParticipant208 glycolysis.XREF glycolysis.unificationXref226
glycolysis.chemicalStructure32 glycolysis.STRUCTURE glycolysis.unificationXref156
glycolysis.publicationXref192 glycolysis.XREF glycolysis.unificationXref103
glycolysis.complex96 glycolysis.COMPONENTS glycolysis.smallMolecule72
glycolysis.catalysis299 glycolysis.PARTICIPANTS glycolysis.modulation237
glycolysis.physicalEntityParticipant188 glycolysis.XREF glycolysis.unificationXref175
glycolysis.protein209 glycolysis.ORGANISM glycolysis.unificationXref101
glycolysis.smallMolecule134 glycolysis.PHYSICAL-ENTITY glycolysis.physicalEntityParticipant233
glycolysis.smallMolecule218 glycolysis.ORGANISM glycolysis.unificationXref128
glycolysis.chemicalStructure32 glycolysis.XREF glycolysis.modulation232
glycolysis.protein284 glycolysis.XREF glycolysis.chemicalStructure186
glycolysis.unificationXref199 glycolysis.ORGANISM glycolysis.unificationXref49
glycolysis.unificationXref256 glycolysis.XREF glycolysis.unificationXref101
glycolysis.physicalEntityParticipant217 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant29
glycolysis.unificationXref257 glycolysis.XREF glycolysis.chemicalStructure20
glycolysis.chemicalStructure116 glycolysis.XREF glycolysis.publicationXref9
glycolysis.physicalEntityParticipant315 glycolysis.PARTICIPANTS glycolysis.modulation317
glycolysis.protein290 glycolysis.PHYSICAL-ENTITY glycolysis.publicationXref294
glycolysis.unificationXref41 glycolysis.ORGANISM glycolysis.unificationXref126
glycolysis.publicationXref170 glycolysis.ORGANISM glycolysis.protein66
glycolysis.unificationXref31 glycolysis.XREF glycolysis.unificationXref256
glycolysis.physicalEntityParticipant154 glycolysis.CONTROLLER glycolysis.modulation237
glycolysis.unificationXref225 glycolysis.XREF glycolysis.unificationXref226
glycolysis.unificationXref119 glycolysis.XREF glycolysis.unificationXref156
glycolysis.physicalEntityParticipant240 glycolysis.XREF glycolysis.unificationXref200
glycolysis.physicalEntityParticipant323 glycolysis.CONTROLLED glycolysis.catalysis2
glycolysis.unificationXref89 glycolysis.XREF glycolysis.unificationXref235
glycolysis.unificationXref256 glycolysis.XREF glycolysis.unificationXref202
glycolysis.unificationXref278 glycolysis.ORGANISM glycolysis.protein290
glycolysis.smallMolecule185 glycolysis.ORGANISM glycolysis.unificationXref279
glycolysis.physicalEntityParticipant323 glycolysis.RIGHT glycolysis.physicalEntityParticipant90
glycolysis.relationshipXref131 glycolysis.ORGANISM glycolysis.unificationXref270
glycolysis.smallMolecule155 glycolysis.ORGANISM glycolysis.relationshipXref258
glycolysis.unificationXref36 glycolysis.XREF glycolysis.unificationXref44
glycolysis.unificationXref272 glycolysis.XREF glycolysis.relationshipXref223
glycolysis.smallMolecule106 glycolysis.PHYSICAL-ENTITY glycolysis.physicalEntityParticipant90
glycolysis.complex282 glycolysis.COMPONENTS glycolysis.unificationXref31
glycolysis.protein98 glycolysis.PHYSICAL-ENTITY glycolysis.physicalEntityParticipant29
glycolysis.unificationXref18 glycolysis.ORGANISM glycolysis.publicationXref192
glycolysis.unificationXref197 glycolysis.XREF glycolysis.unificationXref87
glycolysis.physicalEntityParticipant240 glycolysis.XREF glycolysis.unificationXref225
glycolysis.smallMolecule58 glycolysis.PHYSICAL-ENTITY glycolysis.protein196
glycolysis.catalysis83 glycolysis.CONTROLLER glycolysis.physicalEntityParticipant233
glycolysis.modulation237 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant208
glycolysis.unificationXref252 glycolysis.XREF glycolysis.complex282
glycolysis.physicalEntityParticipant184 glycolysis.PHYSICAL-ENTITY glycolysis.protein196
glycolysis.physicalEntityParticipant312 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant29
glycolysis.complex139 glycolysis.XREF glycolysis.unificationXref226
glycolysis.unificationXref103 glycolysis.ORGANISM glycolysis.unificationXref279
glycolysis.physicalEntityParticipant208 glycolysis.XREF glycolysis.unificationXref267
glycolysis.unificationXref124 glycolysis.XREF glycolysis.modulation232
glycolysis.unificationXref226 glycolysis.ORGANISM glycolysis.unificationXref202
glycolysis.unificationXref235 glycolysis.ORGANISM glycolysis.unificationXref286
glycolysis.physicalEntityParticipant61 glycolysis.XREF glycolysis.unificationXref48
glycolysis.unificationXref279 glycolysis.ORGANISM glycolysis.publicationXref192
glycolysis.catalysis73 glycolysis.CONTROLLER glycolysis.physicalEntityParticipant217
glycolysis.protein284 glycolysis.PHYSICAL-ENTITY glycolysis.physicalEntityParticipant26
glycolysis.unificationXref100 glycolysis.XREF glycolysis.protein42
glycolysis.relationshipXref266 glycolysis.XREF glycolysis.publicationXref222
glycolysis.biochemicalReaction295 glycolysis.XREF glycolysis.unificationXref127
glycolysis.publicationXref222 glycolysis.XREF glycolysis.chemicalStructure53
glycolysis.openControlledVocabulary40 glycolysis.XREF glycolysis.relationshipXref142
glycolysis.protein221 glycolysis.XREF glycolysis.unificationXref130
glycolysis.protein221 glycolysis.CELLULAR-LOCATION glycolysis.physicalEntityParticipant188
glycolysis.publicationXref3 glycolysis.PARTICIPANTS glycolysis.publicationXref280
glycolysis.biochemicalReaction260 glycolysis.PARTICIPANTS glycolysis.biochemicalReaction13
glycolysis.complex139 glycolysis.COMPONENTS glycolysis.unificationXref249
glycolysis.smallMolecule178 glycolysis.ORGANISM glycolysis.relationshipXref131
glycolysis.protein251 glycolysis.XREF glycolysis.unificationXref45
glycolysis.protein141 glycolysis.CELLULAR-LOCATION glycolysis.physicalEntityParticipant173
glycolysis.unificationXref143 glycolysis.XREF glycolysis.chemicalStructure60
glycolysis.unificationXref199 glycolysis.XREF glycolysis.unificationXref225
glycolysis.complex265 glycolysis.XREF glycolysis.unificationXref202
glycolysis.publicationXref170 glycolysis.XREF glycolysis.unificationXref119
glycolysis.biochemicalReaction56 glycolysis.CONTROLLED glycolysis.physicalEntityParticipant65
glycolysis.catalysis189 glycolysis.PARTICIPANTS glycolysis.biochemicalReaction56
glycolysis.unificationXref270 glycolysis.XREF glycolysis.unificationXref271
glycolysis.physicalEntityParticipant233 glycolysis.PARTICIPANTS glycolysis.catalysis299
glycolysis.protein196 glycolysis.PHYSICAL-ENTITY glycolysis.protein98
glycolysis.smallMolecule185 glycolysis.PHYSICAL-ENTITY glycolysis.publicationXref3
glycolysis.unificationXref245 glycolysis.XREF glycolysis.complex282
glycolysis.unificationXref117 glycolysis.XREF glycolysis.publicationXref322
glycolysis.publicationXref11 glycolysis.XREF glycolysis.relationshipXref214
glycolysis.protein98 glycolysis.CELLULAR-LOCATION glycolysis.smallMolecule247
glycolysis.unificationXref254 glycolysis.XREF glycolysis.publicationXref203
glycolysis.physicalEntityParticipant120 glycolysis.XREF glycolysis.chemicalStructure28
glycolysis.unificationXref227 glycolysis.XREF glycolysis.publicationXref4
glycolysis.physicalEntityParticipant57 glycolysis.XREF glycolysis.chemicalStructure60
glycolysis.catalysis299 glycolysis.CONTROLLED glycolysis.publicationXref239
glycolysis.unificationXref69 glycolysis.XREF glycolysis.publicationXref10
glycolysis.chemicalStructure150 glycolysis.ORGANISM glycolysis.unificationXref202
glycolysis.physicalEntityParticipant74 glycolysis.PHYSICAL-ENTITY glycolysis.protein290
glycolysis.unificationXref21 glycolysis.XREF glycolysis.unificationXref103
glycolysis.relationshipXref214 glycolysis.XREF glycolysis.unificationXref118
glycolysis.complex121 glycolysis.STRUCTURE glycolysis.chemicalStructure28
glycolysis.smallMolecule155 glycolysis.ORGANISM glycolysis.unificationXref255
glycolysis.protein123 glycolysis.CELLULAR-LOCATION glycolysis.smallMolecule301
glycolysis.catalysis2 glycolysis.CONTROLLED glycolysis.physicalEntityParticipant264
glycolysis.publicationXref222 glycolysis.ORGANISM glycolysis.smallMolecule174
glycolysis.unificationXref49 glycolysis.XREF glycolysis.chemicalStructure183
glycolysis.publicationXref244 glycolysis.PHYSICAL-ENTITY glycolysis.publicationXref94
glycolysis.unificationXref48 glycolysis.XREF glycolysis.unificationXref249
glycolysis.publicationXref15 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant16
glycolysis.physicalEntityParticipant177 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant208
glycolysis.unificationXref201 glycolysis.XREF glycolysis.publicationXref8
glycolysis.unificationXref47 glycolysis.ORGANISM glycolysis.unificationXref225
glycolysis.unificationXref70 glycolysis.XREF glycolysis.chemicalStructure88
glycolysis.complex191 glycolysis.PHYSICAL-ENTITY glycolysis.physicalEntityParticipant208
glycolysis.unificationXref211 glycolysis.XREF glycolysis.relationshipXref46
glycolysis.physicalEntityParticipant190 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant162
glycolysis.unificationXref224 glycolysis.XREF glycolysis.unificationXref245
glycolysis.relationshipXref131 glycolysis.XREF glycolysis.physicalEntityParticipant190
glycolysis.unificationXref278 glycolysis.ORGANISM glycolysis.chemicalStructure219
glycolysis.unificationXref270 glycolysis.XREF glycolysis.publicationXref170
glycolysis.protein196 glycolysis.XREF glycolysis.chemicalStructure186
glycolysis.modulation316 glycolysis.CONTROLLER glycolysis.physicalEntityParticipant190
glycolysis.protein42 glycolysis.PHYSICAL-ENTITY glycolysis.physicalEntityParticipant303
glycolysis.modulation314 glycolysis.PARTICIPANTS glycolysis.catalysis189
glycolysis.biochemicalReaction13 glycolysis.PHYSICAL-ENTITY glycolysis.complex75
glycolysis.physicalEntityParticipant240 glycolysis.ORGANISM glycolysis.unificationXref146
glycolysis.unificationXref249 glycolysis.STRUCTURE glycolysis.chemicalStructure179
glycolysis.modulation308 glycolysis.PARTICIPANTS glycolysis.modulation316
glycolysis.unificationXref41 glycolysis.XREF glycolysis.unificationXref126
glycolysis.unificationXref45 glycolysis.XREF glycolysis.complex96
glycolysis.chemicalStructure135 glycolysis.COMPONENTS glycolysis.unificationXref31
glycolysis.modulation316 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant264
glycolysis.publicationXref11 glycolysis.XREF glycolysis.unificationXref21
glycolysis.unificationXref225 glycolysis.ORGANISM glycolysis.relationshipXref258
glycolysis.unificationXref187 glycolysis.XREF glycolysis.physicalEntityParticipant122
glycolysis.chemicalStructure150 glycolysis.ORGANISM glycolysis.unificationXref47
glycolysis.catalysis83 glycolysis.PARTICIPANTS glycolysis.modulation158
glycolysis.unificationXref144 glycolysis.ORGANISM glycolysis.unificationXref286
glycolysis.chemicalStructure236 glycolysis.COMPONENTS glycolysis.chemicalStructure112
glycolysis.biochemicalReaction295 glycolysis.RIGHT glycolysis.physicalEntityParticipant61
glycolysis.modulation206 glycolysis.CONTROLLER glycolysis.physicalEntityParticipant105
glycolysis.unificationXref100 glycolysis.XREF glycolysis.protein221
glycolysis.smallMolecule111 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant162
glycolysis.physicalEntityParticipant37 glycolysis.PARTICIPANTS glycolysis.modulation232
glycolysis.publicationXref12 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant159
glycolysis.chemicalStructure35 glycolysis.XREF glycolysis.smallMolecule234
glycolysis.modulation317 glycolysis.CONTROLLER glycolysis.physicalEntityParticipant154
glycolysis.chemicalStructure219 glycolysis.STRUCTURE glycolysis.chemicalStructure53
glycolysis.unificationXref124 glycolysis.XREF glycolysis.modulation237
glycolysis.physicalEntityParticipant154 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant61
glycolysis.unificationXref199 glycolysis.ORGANISM glycolysis.smallMolecule178
glycolysis.unificationXref101 glycolysis.XREF glycolysis.chemicalStructure176
glycolysis.unificationXref103 glycolysis.XREF glycolysis.unificationXref125
glycolysis.modulation318 glycolysis.PARTICIPANTS glycolysis.modulation308
glycolysis.smallMolecule181 glycolysis.PHYSICAL-ENTITY glycolysis.physicalEntityParticipant114
glycolysis.relationshipXref131 glycolysis.ORGANISM glycolysis.unificationXref199
glycolysis.unificationXref129 glycolysis.XREF glycolysis.unificationXref245
glycolysis.unificationXref254 glycolysis.ORGANISM glycolysis.relationshipXref258
glycolysis.physicalEntityParticipant22 glycolysis.RIGHT glycolysis.physicalEntityParticipant61
glycolysis.relationshipXref258 glycolysis.XREF glycolysis.chemicalStructure219
glycolysis.unificationXref124 glycolysis.XREF glycolysis.physicalEntityParticipant323
glycolysis.relationshipXref214 glycolysis.XREF glycolysis.unificationXref271
glycolysis.smallMolecule149 glycolysis.XREF glycolysis.unificationXref144
glycolysis.chemicalStructure20 glycolysis.XREF glycolysis.unificationXref175
glycolysis.physicalEntityParticipant281 glycolysis.XREF glycolysis.unificationXref287
glycolysis.modulation308 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant184
glycolysis.smallMolecule91 glycolysis.PHYSICAL-ENTITY glycolysis.smallMolecule19
glycolysis.unificationXref245 glycolysis.ORGANISM glycolysis.unificationXref202
glycolysis.unificationXref292 glycolysis.XREF glycolysis.unificationXref41
glycolysis.physicalEntityParticipant16 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant303
glycolysis.physicalEntityParticipant208 glycolysis.LEFT glycolysis.physicalEntityParticipant90
glycolysis.unificationXref198 glycolysis.XREF glycolysis.complex241
glycolysis.complex75 glycolysis.COMPONENTS glycolysis.complex282
glycolysis.physicalEntityParticipant33 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant190
glycolysis.relationshipXref142 glycolysis.XREF glycolysis.unificationXref49
glycolysis.physicalEntityParticipant281 glycolysis.XREF glycolysis.chemicalStructure60
glycolysis.unificationXref128 glycolysis.ORGANISM glycolysis.smallMolecule51
glycolysis.unificationXref44 glycolysis.XREF glycolysis.chemicalStructure176
glycolysis.physicalEntityParticipant208 glycolysis.PARTICIPANTS glycolysis.publicationXref15
glycolysis.unificationXref31 glycolysis.STRUCTURE glycolysis.unificationXref119
glycolysis.complex38 glycolysis.XREF glycolysis.unificationXref47
glycolysis.relationshipXref142 glycolysis.ORGANISM glycolysis.smallMolecule19
glycolysis.complex241 glycolysis.XREF glycolysis.relationshipXref131
glycolysis.publicationXref239 glycolysis.PHYSICAL-ENTITY glycolysis.smallMolecule218
glycolysis.unificationXref267 glycolysis.ORGANISM glycolysis.smallMolecule301
glycolysis.physicalEntityParticipant120 glycolysis.ORGANISM glycolysis.unificationXref245
glycolysis.chemicalStructure20 glycolysis.XREF glycolysis.unificationXref255
glycolysis.modulation317 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant74
glycolysis.unificationXref89 glycolysis.XREF glycolysis.unificationXref87
glycolysis.catalysis83 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant184
glycolysis.unificationXref146 glycolysis.ORGANISM glycolysis.complex191
glycolysis.modulation316 glycolysis.XREF glycolysis.relationshipXref131
glycolysis.physicalEntityParticipant37 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant16
glycolysis.unificationXref225 glycolysis.XREF glycolysis.smallMolecule106
glycolysis.unificationXref254 glycolysis.XREF glycolysis.chemicalStructure53
glycolysis.publicationXref280 glycolysis.CONTROLLED glycolysis.physicalEntityParticipant233
glycolysis.complex96 glycolysis.PHYSICAL-ENTITY glycolysis.protein251
glycolysis.unificationXref146 glycolysis.XREF glycolysis.physicalEntityParticipant39
glycolysis.unificationXref143 glycolysis.XREF glycolysis.publicationXref192
glycolysis.unificationXref101 glycolysis.XREF glycolysis.relationshipXref67
glycolysis.physicalEntityParticipant120 glycolysis.PHYSICAL-ENTITY glycolysis.smallMolecule181
glycolysis.protein209 glycolysis.ORGANISM glycolysis.unificationXref279
glycolysis.relationshipXref214 glycolysis.XREF glycolysis.unificationXref254
glycolysis.smallMolecule106 glycolysis.PHYSICAL-ENTITY glycolysis.physicalEntityParticipant323
glycolysis.unificationXref47 glycolysis.XREF glycolysis.publicationXref192
glycolysis.chemicalStructure157 glycolysis.XREF glycolysis.unificationXref267
glycolysis.physicalEntityParticipant90 glycolysis.PARTICIPANTS glycolysis.publicationXref12
glycolysis.unificationXref245 glycolysis.ORGANISM glycolysis.complex265
glycolysis.publicationXref220 glycolysis.CONTROLLER glycolysis.catalysis299
glycolysis.unificationXref31 glycolysis.XREF glycolysis.unificationXref146
glycolysis.publicationXref4 glycolysis.XREF glycolysis.unificationXref254
glycolysis.unificationXref255 glycolysis.ORGANISM glycolysis.protein290
glycolysis.physicalEntityParticipant180 glycolysis.XREF glycolysis.unificationXref257
glycolysis.unificationXref270 glycolysis.STRUCTURE glycolysis.chemicalStructure236
glycolysis.modulation232 glycolysis.XREF glycolysis.unificationXref271
glycolysis.physicalEntityParticipant74 glycolysis.PARTICIPANTS glycolysis.modulation316
glycolysis.smallMolecule134 glycolysis.PHYSICAL-ENTITY glycolysis.protein284
glycolysis.publicationXref194 glycolysis.XREF glycolysis.unificationXref224
glycolysis.unificationXref212 glycolysis.XREF glycolysis.unificationXref21
glycolysis.publicationXref280 glycolysis.XREF glycolysis.unificationXref227
glycolysis.relationshipXref258 glycolysis.XREF glycolysis.unificationXref128
glycolysis.publicationXref280 glycolysis.PARTICIPANTS glycolysis.publicationXref3
glycolysis.unificationXref227 glycolysis.XREF glycolysis.unificationXref68
glycolysis.physicalEntityParticipant323 glycolysis.PARTICIPANTS glycolysis.complex96
glycolysis.publicationXref11 glycolysis.XREF glycolysis.bioSource43
glycolysis.chemicalStructure236 glycolysis.COMPONENTS glycolysis.physicalEntityParticipant29
glycolysis.unificationXref41 glycolysis.XREF glycolysis.unificationXref44
glycolysis.protein98 glycolysis.PHYSICAL-ENTITY glycolysis.smallMolecule27
glycolysis.biochemicalReaction297 glycolysis.CONTROLLER glycolysis.modulation237
glycolysis.protein209 glycolysis.ORGANISM glycolysis.unificationXref103
glycolysis.unificationXref257 glycolysis.ORGANISM glycolysis.smallMolecule268
glycolysis.physicalEntityParticipant114 glycolysis.PHYSICAL-ENTITY glycolysis.smallMolecule262
glycolysis.smallMolecule155 glycolysis.PHYSICAL-ENTITY glycolysis.smallMolecule174
glycolysis.publicationXref193 glycolysis.XREF glycolysis.unificationXref200
glycolysis.physicalEntityParticipant74 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant65
glycolysis.unificationXref210 glycolysis.XREF glycolysis.unificationXref286
glycolysis.unificationXref287 glycolysis.ORGANISM glycolysis.unificationXref279
glycolysis.physicalEntityParticipant323 glycolysis.PARTICIPANTS glycolysis.publicationXref239
glycolysis.unificationXref225 glycolysis.XREF glycolysis.protein141
glycolysis.unificationXref151 glycolysis.STRUCTURE glycolysis.chemicalStructure28
glycolysis.physicalEntityParticipant33 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant315
glycolysis.physicalEntityParticipant281 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant323
glycolysis.smallMolecule134 glycolysis.PHYSICAL-ENTITY glycolysis.smallMolecule115
glycolysis.physicalEntityParticipant261 glycolysis.RIGHT glycolysis.physicalEntityParticipant95
glycolysis.complex282 glycolysis.PHYSICAL-ENTITY glycolysis.physicalEntityParticipant240
glycolysis.physicalEntityParticipant184 glycolysis.PARTICIPANTS glycolysis.publicationXref14
glycolysis.unificationXref18 glycolysis.XREF glycolysis.publicationXref9
glycolysis.publicationXref12 glycolysis.XREF glycolysis.chemicalStructure53
glycolysis.unificationXref18 glycolysis.ORGANISM glycolysis.unificationXref256
glycolysis.smallMolecule134 glycolysis.PHYSICAL-ENTITY glycolysis.biochemicalReaction113
glycolysis.smallMolecule218 glycolysis.CELLULAR-LOCATION glycolysis.protein284
glycolysis.unificationXref245 glycolysis.ORGANISM glycolysis.unificationXref151
glycolysis.physicalEntityParticipant312 glycolysis.CONTROLLER glycolysis.catalysis293
glycolysis.unificationXref59 glycolysis.XREF glycolysis.relationshipXref258
glycolysis.modulation311 glycolysis.PARTICIPANTS glycolysis.modulation308
glycolysis.protein66 glycolysis.PHYSICAL-ENTITY glycolysis.physicalEntityParticipant85
glycolysis.unificationXref119 glycolysis.XREF glycolysis.pathwayStep309
glycolysis.protein42 glycolysis.CELLULAR-LOCATION glycolysis.smallMolecule27
glycolysis.protein196 glycolysis.XREF glycolysis.relationshipXref258
glycolysis.physicalEntityParticipant16 glycolysis.RIGHT glycolysis.physicalEntityParticipant22
glycolysis.physicalEntityParticipant303 glycolysis.PARTICIPANTS glycolysis.publicationXref15
glycolysis.physicalEntityParticipant57 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant312
glycolysis.smallMolecule247 glycolysis.XREF glycolysis.chemicalStructure93
glycolysis.chemicalStructure135 glycolysis.XREF glycolysis.unificationXref199
glycolysis.smallMolecule72 glycolysis.COMPONENTS glycolysis.complex241
glycolysis.unificationXref128 glycolysis.ORGANISM glycolysis.chemicalStructure236
glycolysis.catalysis238 glycolysis.CONTROLLER glycolysis.publicationXref322
glycolysis.protein42 glycolysis.CELLULAR-LOCATION glycolysis.complex96
glycolysis.complex241 glycolysis.XREF glycolysis.unificationXref182
glycolysis.unificationXref59 glycolysis.XREF glycolysis.unificationXref227
glycolysis.smallMolecule160 glycolysis.ORGANISM glycolysis.unificationXref198
glycolysis.smallMolecule160 glycolysis.PHYSICAL-ENTITY glycolysis.smallMolecule106
glycolysis.unificationXref227 glycolysis.XREF glycolysis.complex282
glycolysis.physicalEntityParticipant159 glycolysis.CONTROLLER glycolysis.modulation232
glycolysis.unificationXref270 glycolysis.ORGANISM glycolysis.unificationXref279
glycolysis.unificationXref21 glycolysis.XREF glycolysis.physicalEntityParticipant173
glycolysis.publicationXref220 glycolysis.CONTROLLED glycolysis.modulation316
glycolysis.protein66 glycolysis.XREF glycolysis.chemicalStructure116
glycolysis.physicalEntityParticipant16 glycolysis.PARTICIPANTS glycolysis.publicationXref14
glycolysis.unificationXref124 glycolysis.ORGANISM glycolysis.unificationXref100
glycolysis.relationshipXref258 glycolysis.XREF glycolysis.complex191
glycolysis.chemicalStructure35 glycolysis.XREF glycolysis.unificationXref47
glycolysis.smallMolecule155 glycolysis.ORGANISM glycolysis.unificationXref254
glycolysis.physicalEntityParticipant281 glycolysis.XREF glycolysis.chemicalStructure230
glycolysis.unificationXref41 glycolysis.XREF glycolysis.unificationXref212
glycolysis.physicalEntityParticipant22 glycolysis.RIGHT glycolysis.physicalEntityParticipant184
glycolysis.relationshipXref266 glycolysis.XREF glycolysis.biochemicalReaction260
glycolysis.physicalEntityParticipant173 glycolysis.PHYSICAL-ENTITY glycolysis.smallMolecule134
glycolysis.physicalEntityParticipant303 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant228
glycolysis.complex282 glycolysis.XREF glycolysis.unificationXref224
glycolysis.physicalEntityParticipant323 glycolysis.PARTICIPANTS glycolysis.pathwayStep171
glycolysis.smallMolecule111 glycolysis.ORGANISM glycolysis.relationshipXref46
glycolysis.unificationXref278 glycolysis.ORGANISM glycolysis.unificationXref156
glycolysis.chemicalStructure157 glycolysis.ORGANISM glycolysis.unificationXref278
glycolysis.catalysis2 glycolysis.PARTICIPANTS glycolysis.modulation232
glycolysis.physicalEntityParticipant74 glycolysis.XREF glycolysis.chemicalStructure179
glycolysis.physicalEntityParticipant184 glycolysis.XREF glycolysis.unificationXref199
glycolysis.chemicalStructure112 glycolysis.COMPONENTS glycolysis.chemicalStructure135
glycolysis.complex191 glycolysis.ORGANISM glycolysis.unificationXref47
glycolysis.unificationXref231 glycolysis.STRUCTURE glycolysis.chemicalStructure219
glycolysis.smallMolecule72 glycolysis.COMPONENTS glycolysis.unificationXref249
glycolysis.physicalEntityParticipant208 glycolysis.XREF glycolysis.unificationXref144
glycolysis.relationshipXref67 glycolysis.XREF glycolysis.modulation237
glycolysis.unificationXref70 glycolysis.XREF glycolysis.unificationXref128
glycolysis.complex191 glycolysis.XREF glycolysis.unificationXref48
glycolysis.physicalEntityParticipant217 glycolysis.CONTROLLED glycolysis.physicalEntityParticipant303
glycolysis.unificationXref279 glycolysis.XREF glycolysis.unificationXref210
glycolysis.publicationXref15 glycolysis.COMPONENTS glycolysis.complex282
glycolysis.unificationXref41 glycolysis.ORGANISM glycolysis.smallMolecule247
glycolysis.complex282 glycolysis.XREF glycolysis.unificationXref143
glycolysis.relationshipXref258 glycolysis.XREF glycolysis.publicationXref4
glycolysis.unificationXref286 glycolysis.XREF glycolysis.smallMolecule149
glycolysis.smallMolecule155 glycolysis.PHYSICAL-ENTITY glycolysis.smallMolecule19
glycolysis.publicationXref15 glycolysis.PARTICIPANTS glycolysis.modulation216
glycolysis.physicalEntityParticipant261 glycolysis.XREF glycolysis.unificationXref143
glycolysis.unificationXref47 glycolysis.XREF glycolysis.publicationXref280
glycolysis.unificationXref210 glycolysis.XREF glycolysis.unificationXref100
